180.4661,-25,-17.86382
145.734,-25,-17.86382
180.4661,25,-17.86382
145.734,25,-17.86382
180.4661,25,-22.13618
145.734,25,-22.13618
180.4661,-25,-22.13618
145.734,-25,-22.13618
180.4661,25,-17.86382
145.734,25,-17.86382
180.4661,25,-22.13618
145.734,25,-22.13618
180.4661,-25,-22.13618
180.4661,-25,-17.86382
145.734,-25,-17.86382
145.734,-25,-22.13618
145.734,-25,-17.86382
145.734,25,-17.86382
145.734,25,-22.13618
145.734,-25,-22.13618
180.4661,-25,-22.13618
180.4661,25,-22.13618
180.4661,25,-17.86382
180.4661,-25,-17.86382
